id,data_p,tipo,categ,valor,descricao
a40942,2024-09-12,VE,Padaria,23.49,Compra 12/09 14:50 ROSARINHO DELICATESS
a40943,2024-09-12,VE,Outros pagtos,500,Pagto serv-Notebook pix-env 12/09 17:26 Claudisbel Rodrigues Da Si
a40945,2024-09-14,VN,Compra extra,29.5,Compra 14/09 08:21 VIEIRA VARIEDADES
a40946,2024-09-15,VN,Restaurante,36.3,Compra 16/09 12:39 Restaurante Acacia
a40947,2024-09-16,VN,Restaurante,100,Compra 15/09 12:41 Restaurante Acacia
a40948,2024-09-17,VN,Compra extra,37.99,Compra 17/09 10:28 Verde BlueCarpina
a40949,2024-09-17,VE,Supermercado,73.63,Compra 17/09 13:29 SUPERMERCADO GONZAGA
a40950,2024-09-17,VE,Farmacia,56.33,Compra 17/09 13:37 F INDEP CARPINA
a40951,2024-09-18,VN,Compra extra,31.7,Compra 18/09 17:18 BOBS LJ SHOPPING CAR
a40952,2024-09-18,VE,Estacionamento,6,Compra 18/09 17:28 ESTACIONAMENTO CARPI
a40953,2024-09-18,VN,Compra extra,8,Compra 18/09 17:42 MARIA INES LOURENCO
a40954,2024-09-18,VN,Saques,300,Saque 18/09 16:18 SHOPPING CARPINA CBDN II A
a40955,2024-09-19,VE,Outros pagtos,134,Compra 19/09 09:53 POSTO JAPARANDUBA
a40956,2024-09-19,VN,Restaurante,115,Compra 19/09 16:12 REP DOS CAMAROES
a40957,2024-09-19,VN,Entretenimento,12.11,Compra 19/09 16:13 RochaEventos
a40958,2024-09-19,VE,Estacionamento,14,Compra 19/09 16:54 COVENIENCIA DA PRAIA
a40959,2024-09-19,VN,Restaurante,34.7,Compra 19/09 18:32 ALMEIDA E CHAGAS CAF
a40960,2024-09-20,VN,Restaurante,60,Compra 20/09 13:56 LAGO DOS TAMBAQUIS
a40961,2024-09-20,VE,Outros pagtos,120.26,Compra 20/09 09:40 Petrox
a40962,2024-09-22,VE,Outros pagtos,149.39,Compra 22/09 12:23 AUTO POSTO PILAR
a40963,2024-09-22,VN,Restaurante,49.23,Compra 22/09 14:17 Meg Restaurante
a40964,2024-09-22,VN,Restaurante,32,Compra 22/09 21:16 PROPARK
a40965,2024-09-23,VE,Farmacia,35.99,Compra 23/09 08:00 GS FARMA
a40966,2024-09-23,VN,Restaurante,100,Compra 23/09 08:31 PETROSERVICE
a40967,2024-09-23,VN,Compra extra,64.3,Compra 21/09 13:22 RECANTO DO BAIANO
a40968,2024-09-23,VE,Estacionamento,22,Compra 23/09 18:15 PROPARK
a40969,2024-09-23,VE,Padaria,31.55,Compra 23/09 19:32 ROSARINHO DELICATESS
a40970,2024-09-23,VN,Restaurante,50.98,Compra 21/09 19:05 LA BRASA
a40971,2024-09-24,VE,Estacionamento,25,Compra 24/09 09:52 SKY PARK
a40972,2024-09-24,VN,Restaurante,47.8,Compra 24/09 13:26 PIZZARIA ATLANTICO
a40973,2024-09-25,VE,Estacionamento,25,Compra 25/09 06:36 SKY PARK
a40974,2024-09-25,VN,Restaurante,47.8,Compra 25/09 12:26 PIZZARIA ATLANTICO
a40975,2024-09-26,VE,Estacionamento,40,Compra 26/09 08:27 SKY PARK
a40976,2024-09-26,VN,Restaurante,48.8,Compra 26/09 12:26 PIZZARIA ATLANTICO
a40977,2024-09-27,VE,Estacionamento,40,Compra 27/09 09:20 SKY PARK
a40978,2024-09-27,VN,Compra extra,3.99,Compra 27/09 15:55 PrimeiraOpcao
a40980,2024-09-29,VE,Supermercado,31.1,Compra 30/09 16:21 SUPERMERCADO GONZAGAO
a40981,2024-09-29,VE,Farmacia,20,Compra 29/09 09:47 FARMACIA BAIRRO NOVO
a40982,2024-09-29,VE,Supermercado,34.35,Compra 29/09 10:07 SUPERMERCADO GONZAGA
a40983,2024-09-29,VE,Estacionamento,25,Compra 28/09 12:04 SKY PARK
a40984,2024-09-29,VE,Outros pagtos,130,Pagto serv pix-env 29/09 13:53 Ana Lucia Da Silva
a40985,2024-09-30,VE,Outros pagtos,400,Pagto divs 30/09 11:06 pix-env Maria Candida Munix
a41001,2024-10-02,FN,Armaz_nuvem,4.9,Pagto assinat Nuvem - Apple SP
a41002,2024-10-02,FN,Assinatura_App,30.9,Pagto assinat Netflix SP
a41003,2024-10-02,FE,Tarifa bancaria,26,Anuidade Diferenciada Tit-parc 10/12 Br
a41004,2024-10-02,VN,Compra extra,76,Pagto Loja Mylla 17/07 parc 2/3
a41005,2024-10-02,VN,Compra extra,175,Pagto Loja MarcioAngelim 29/07 parc 1/2
a41006,2024-10-02,VE,Farmacia,79.19,Pagto farmacia DrogaSil 29/9 parc 1/2
a41007,2024-10-02,VE,Veiculares,100,Pagto bateria-carro Albuquerque 01/10 Parcela 1/3
a41009,2024-10-02,VE,Farmacia,17,Compra 01/10 09:24 FARMACIA BAIRRO NOVO
a41010,2024-10-02,VE,Veiculares,242.45,Compra bateria-carro 01/10 10:36 ALBUQUERQUE PNEUS CA
a41011,2024-10-02,VE,Energia_agua,115,Compra Gás pix 01/10 09:01 Severino Jose Da Silva Fil
a41013,2024-10-02,VE,Supermercado,108.46,Compra 02/10 09:28 CORDEIRAO SUPERMERCA
a41014,2024-10-02,VE,Supermercado,89.94,Compra superm 02/10 09:37 KI GRANJA
a41015,2024-10-02,VN,Compra extra,294.5,Pagto hotel-Sergipe Pix-Env 02/10 10:46 Dulce Maria De Barros Oliv
a41016,2024-10-02,VE,Outros pagtos,160,Pagto Pilates 02/10 10:48 Pollyanna Bernardo Barbosa
a41017,2024-10-02,FE,Condominio,660,Pagto Cond VJ PJBANK PAGAMENTOS S/A
a41018,2024-10-02,FE,Convenio,58.6,Pagto ROSA MASTER LTDA
a41019,2024-10-02,VE,Energia_agua,88.36,Pagto conta água COMPESA
a41020,2024-10-02,FE,Telefone movel,159.83,Pagto conta telefone CLARO S/A
a41021,2024-10-02,FE,Internet fixa,79.9,Pagto de Boleto PLANALTO NET LTDA
a41022,2024-10-05,VE,Energia_agua,815,Pagto COMPANHIA ENERGETICA DE PERNAM
a41023,2024-10-11,VE,Estacionamento,25,Pagto estac-hospital 11/10 11:25 SKY PARK
a41024,2024-10-12,VE,Supermercado,186.24,Compra 12/10 10:23 CORDEIRAO SUPERMERCA
a41025,2024-10-12,VE,Supermercado,125.51,Compra superm 12/10 10:33 KI GRANJA
a41026,2024-10-14,VE,Supermercado,49.77,Compra superm 14/10 14:34 ATACAREJO CARPINA TR
a41027,2024-10-14,VE,Outros pagtos,750,Pagto pix serv domestico 12/10 13:10 Ana Lucia Da Silva
a41028,2024-10-16,VE,Supermercado,39.2,Compra 16/10 10:13 SUPERMERCADO GONZAGA
a41029,2024-10-16,VN,Saques,400,Saque Bco 24h 16/10 09:34 SHOPPING CARPINA CBDN ATMR
a41030,2024-10-16,VE,Outros pagtos,150,Pagto pix 16/10 18:13 Maria Candida Muniz De Oli
a41031,2024-10-18,VE,Outros pagtos,20,Pag pix serv domest 18/10 09:53 Ana Lucia Da Silva
a41032,2024-10-18,VE,Outros pagtos,160,Pagto serv-eletrico-VJ 18/10 16:15 Geovane Manuel De Lima
a41033,2024-10-21,VN,Entretenimento,15,Compra 21/10 16:54 CASA DOS DOCES
a41034,2024-10-21,VE,Padaria,22.78,Compra 21/10 17:22 ROSARINHO DELICATESS
a41035,2024-10-22,VE,Estacionamento,23,Pagto estac-hospital 22/10 11:17 SKY PARK
a41036,2024-10-22,VN,Compra extra,44.9,Compra mini-teclado 22/10 13:54 KALUNGA SHOPPING TAC
a41037,2024-10-22,VN,Compra extra,39.9,Compra fone-ouvido 22/10 14:21 NAGEM INFORMATICA
a41039,2024-10-23,VE,Gasolina,150,Compra 23/10 06:56 posto ALENCAR E CAVALCANTI
a41040,2024-10-23,VN,Compra extra,250,Compra transf 23/10 12:30 ERICKSON MOURA DE QUEIRO
a41041,2024-10-25,VE,Farmacia,104.28,Compra 25/10 10:50 Raia DrogasilSA
a41042,2024-10-25,VN,Compra extra,99.73,Compra 25/10 11:14 PDV*LUIZ ANTONIO
a41043,2024-10-25,VE,Extra-convenio,170,Pagto Pix-Env pedagoga 25/10 17:33 Gerlane Silva Da Hora
a41044,2024-10-27,VN,Restaurante,32,Compra 27/10 11:59 RESTAURANTE ACACIA
a41045,2024-10-28,VE,Estacionamento,25,Pagto estac-hospital 28/10 06:56 SKY PARK
a41046,2024-10-28,VN,Restaurante,66.27,Compra rest 28/10 17:04 EMPORIO GASTRONOMICO
a41047,2024-10-28,VE,Padaria,43.31,Compra 28/10 17:13 ROSARINHO DELICATESS
a41048,2024-10-29,VE,Estacionamento,13,Pagto estac-hospital 29/10 08:40 SKY PARK
a41049,2024-10-30,VE,Padaria,56.94,30/10 06:41 PANIF CIDADE JARDIM
a41050,2024-10-30,VE,Gasolina,100,Compra gasolina 30/10 08:46 ALENCAR E CAVALCANTI
a41052,2024-10-31,VE,Outros pagtos,750,Pagto pix serv-domestico 31/10 17:29 Ana Lucia Da Silva
a41101,2024-11-02,FE,Convenio,58.6,Pagto Pix - Env 01/11 17:41 Rosa Master (c atrazada)
a41102,2024-11-02,FE,Convenio,62,Pagto Boleto ROSA MASTER LTDA
a41103,2024-11-02,FE,Telefone movel,159.83,Pagto conta telefone CLARO S/A
a41105,2024-11-02,VE,Padaria,27.5,Compra 01/11 16:00 PANIFICADORA MASSA P
a41106,2024-11-02,FE,Condominio,660,Pagto de Boleto Cond_VJ PJBANK PAGAMENTOS S/A
a41107,2024-11-02,VN,Compra extra,640,Pix - Env 01/11 13:46 Maria Candida Muniz De Oli
a41108,2024-11-02,VE,Energia_agua,81.92,Pagto conta água COMPESA
a41109,2024-11-02,VE,Padaria,77.11,Pagto-cc Rosarinho Delicatessen
a41110,2024-11-02,VN,Compra extra,75.43,Pagto-cc 29/10/2024 às 11:58:48 Amazon Marketplace Sao
a41111,2024-11-02,FN,Armaz_nuvem,4.9,Pagto-cc da nuvem 02/11/2024 às 18:28:51 Apple
a41112,2024-11-02,FN,Assinatura_App,30.9,Pagto-cc 16/11/2024 às 01:47:36 Netflix Entretenimento
a41113,2024-11-02,FE,Tarifa bancaria,26,Pagto-cc Anuidade Diferenciada Tit-parc 11/12 Br
a41114,2024-11-02,VN,Compra extra,76,Pagto-cc Loja Mylla Parc 03/03 Carpina Br
a41115,2024-11-02,VN,Compra extra,175,Pagto-cc Marcioangelim Parc 02/02
a41116,2024-11-02,VE,Farmacia,79.19,Pagto-cc Raiadrogasils Parc 02/02
a41117,2024-11-02,VE,Veiculares,100,Pagto-cc veiculo-bateria Albuquerque P Parc 02/03 Carpina Br
a41118,2024-11-02,VE,Farmacia,250.8,Pagto-cc Cerpe vacina herp-zost Casa Fo Parc 01/05
a41119,2024-11-02,VN,Compra extra,138.31,Compra Pix-Env 05/11 19:33 Amazon
a41120,2024-11-02,FE,Tarifa bancaria,72.4,Pagto serv Tarifa Bco Cobrança referente 05/11/2024
a41122,2024-11-04,VE,Supermercado,114.98,Compra 04/11 16:51 SUPERMERCADO GONZAGA
a41123,2024-11-04,VE,Gasolina,150,Compra gasolina 03/11 10:50 ALENCAR E CAVALCANTI
a41124,2024-11-04,VN,Restaurante,141,Compra 03/11 14:22 QUINTAL COZ PRA TOR
a41125,2024-11-04,VE,Estacionamento,12.5,Pagto estac 03/11 15:59 TACARUNA PARKING
a41126,2024-11-04,VE,Outros pagtos,294.5,Pagto viagem Pix-Env 04/11 09:18 Dulce Maria De Barros Oliv
a41127,2024-11-04,VE,Outros pagtos,160,Pagto pilates 04/11 09:37 Pollyanna Bernardo Barbosa
a41128,2024-11-04,FE,Internet fixa,79.9,Pagto de Boleto 4/12 PLANALTO NET LTDA
a41129,2024-11-06,VE,Supermercado,170.06,Compra 06/11 11:01 KI GRANJA
a41130,2024-11-06,VE,Supermercado,55.55,Compra 06/11 10:21 CORDEIRAO SUPERMERCA
a41131,2024-11-06,VE,Outros pagtos,55,Pix-Env 06/11 13:10 Janaina Da Silva Barbosa
a41132,2024-11-06,VE,Outros pagtos,215,Pix-Env 06/11 13:13 Maria Candida Muniz De Oli
a41133,2024-11-07,VE,Estacionamento,13,Compra 07/11 10:51 HEPTA ESTACIONAMENTO
a41134,2024-11-07,VE,Estacionamento,12.5,Compra 07/11 13:05 TACARUNA PARKING
a41135,2024-11-07,VE,Padaria,32.88,Compra 07/11 14:10 ROSARINHO DELICATESS
a41136,2024-11-08,VN,Compra extra,56.07,Compra extra 08/11 08:46 CARMEL
a41137,2024-11-08,VN,Restaurante,47,Compra pix-env 08/11 18:45 Restaurante Acacia
a41138,2024-11-11,VE,Gasolina,100,Compra 11/11 10:06 ALBUQUERQUE PNEUS CA
a41139,2024-11-11,VN,Saques,170,Saque Bco24h 11/11 10:15 SHOPPING CARPINA CBDN II A
a41140,2024-11-12,VN,Restaurante,102.78,Compra rest 12/11 11:40 TEMPERO DA FAZENDA
a41141,2024-11-12,VE,Estacionamento,18,Compra estac 12/11 18:27 SKY PARK
a41142,2024-11-12,VE,Gasolina,100,Compra gasolina 12/11 19:14 PETROCAL CORDEIRO
a41143,2024-11-14,VE,Outros pagtos,750,Pagto serv Domest Pix-Env 14/11 07:20 Ana Lucia Da Silva
a41144,2024-11-16,VE,Gasolina,100,Compra 16/11 12:51 BezerraSilva
a41145,2024-11-17,VN,Restaurante,44,Compra 17/11 12:10 RESTAURANTE ACACIA
a41146,2024-11-18,VE,Supermercado,230.98,Compra 18/11 16:36 SUPERMERCADO GONZAGA
a41147,2024-11-19,VN,Compra extra,103.7,Compra 19/11 09:59 FERREIRA COSTA
a41148,2024-11-19,VN,Compra extra,129.99,Compra 19/11 10:21 FERREIRA COSTA
a41149,2024-11-19,VE,Estacionamento,10,Pagto 19/11 12:23 HEPTA ESTACIONAMENTO
a41150,2024-11-19,VE,Gasolina,100,Compra gasolina 19/11 12:52 PETROCAL ROSARINHO
a41151,2024-11-21,VN,Saques,290,Saque Bco 24h 21/11 10:04 SHOPPING CARPINA CBDN II A
a41152,2024-11-25,VE,Gasolina,100,Compra 25/11 09:48 EDU PETRO COMB LTDA
a41153,2024-11-25,VN,Compra extra,27.94,Compra 25/11 10:58 PG *TON ESTACAO EXPR
a41154,2024-11-25,VE,Supermercado,216.94,Compra 25/11 11:45 ATACAREJO CARPINA TR
a41155,2024-11-25,VN,Saques,290,Saque dinheiro Banco 24h
a41156,2024-11-26,VE,Supermercado,34.85,Compra 26/11 08:59 CORDEIRAO SUPERMERCA
a41157,2024-11-26,VE,Supermercado,95.28,Compra Supermercado 26/11 09:08 KI GRANJA
a41159,2024-11-28,VN,Restaurante,88.88,Compra 28/11 13:52 VILLA RESTAURANTE RioMar
a41160,2024-11-28,VE,Estacionamento,12.5,Pagto estac 28/11 15:06 MOBILIDADE RECIFE PA
a41161,2024-11-28,VN,Restaurante,161.5,Compra restaurante 28/11 21:46 TIO ARMENIO PLAZA
a41162,2024-11-29,VE,Gasolina,150,Compra gasolina 29/11 07:26 ALENCAR E CAVALCANTI
a41163,2024-11-29,VN,Entretenimento,40,Compra cafe 29/11 10:46 CASE POINT
a41164,2024-11-29,VE,Estacionamento,12.5,Pagto estac 29/11 12:36 MOBILIDADE RECIFE PA
a41202,2024-12-02,FN,Armaz_nuvem,4.9,Pagto Apple servico de nuvem 11/12
a41203,2024-12-02,FN,Assinatura_App,20.9,Pagto servico Netflix Entretenimento
a41204,2024-12-02,FN,Assinatura_App,26,Pagto servico Anuidade Diferenciada Tit-
a41205,2024-12-02,VE,Veiculares,100,Pagto bateria-carro Albuquerque P Parc 03/03 Carpina
a41206,2024-12-02,VE,Extra-convenio,250.8,Pagto Cerpe vacina Herp Soster Casa Fo Parc 02/05 Recife
a41207,2024-12-02,VN,Compra extra,124.95,Pagto do sapato-Democrata Parc 01/02 Recife Br
a41208,2024-12-02,VE,Farmacia,96.89,Pagto Farmacia Raia-Drogasil Parc 01/03 Carpina Br
a41211,2024-12-02,VE,Outros pagtos,400,Pagto servico-domestico 03/12 14:10 Ana Lucia Da Silva
a41212,2024-12-03,VN,Restaurante,100,Compra almoco 03/12 14:41 CAPRINO'S
a41213,2024-12-03,VE,Supermercado,28.2,Compra 03/12 17:09 SUPERMERCADO GONZAGA
a41214,2024-12-03,VE,Outros pagtos,620,Pix-Enviado 03/12 11:20 Maria Candida Muniz De Oli
a41215,2024-12-03,VE,Farmacia,37,Compra 04/12 07:37 FARMACIA BAIRRO NOVO
a41216,2024-12-03,VE,Padaria,145.6,Compra padaria 04/12 17:39 ROSARINHO DELICATESS
a41217,2024-12-03,FE,Telefone movel,159.83,Pagto conta telefone CLARO S/A
a41218,2024-12-03,FE,Internet fixa,79.9,Pagamento de Boleto PLANALTO NET LTDA
a41219,2024-12-03,VE,Outros pagtos,160,Pagto pix pilates 03/12 08:41 Pollyanna Bernardo Barbosa
a41220,2024-12-03,FE,Convenio,62,Pagto ROSA MASTER LTDA
a41221,2024-12-03,VE,Outros pagtos,350,Pagto pix servico-domestico 03/12 08:46 Ana Lucia Da Silva
a41222,2024-12-03,VE,Estacionamento,9,Compra 05/12 10:58 PE ALL PARK estacionamento
a41223,2024-12-05,VE,Estacionamento,10,Compra 05/12 10:18 HEPTA ESTACIONAMENTO
a41224,2024-12-05,VN,Restaurante,121.55,Compra 05/12 12:46 rest O BODE DO NO TACARUN
a41225,2024-12-05,VE,Padaria,34.94,Compra 05/12 17:57 padaria ROSARINHO DELICATESS
a41226,2024-12-05,VE,Gasolina,100,Compra gasolina 05/12 18:09 posto ALENCAR E CAVALCANTI
a41227,2024-12-05,FE,Tarifa bancaria,72.4,Pagto Tarifa Pacote de Serviços Cobrança ref 05/12/2024
a41228,2024-12-06,VN,Restaurante,32,Compra Pix-Env 06/12 12:52 Restaurante Acacia
a41229,2024-12-08,VE,Padaria,37.63,Compra padaria 08/12 15:00 PORTO PRIMO DELICATE
a41230,2024-12-09,VE,Supermercado,105.86,Compra superm 09/12 10:47 ATACAREJO CARPINA TR
a41231,2024-12-09,VN,Restaurante,23,Compra pix rest 09/12 11:35 Nathalia Larissa De Lima C
a41232,2024-12-09,VE,Supermercado,72.48,Compra superm 09/12 10:21 PDV*LUIZ ANTONIO
a41234,2024-12-10,VE,Farmacia,119.98,Compra 10/12 17:35 FARMACIA PERMANENTE
a41235,2024-12-10,VE,Outros pagtos,390,Pagto pix serv-domest 10/12 13:08 Ana Lucia Da Silva
a41236,2024-12-10,VE,Outros pagtos,170,Pagto trat-pe 10/12 17:21 Gerlane Silva Da Hora
a41237,2024-12-11,VN,Restaurante,92.3,Compra 11/12 13:57 NA CASA D'MAE PETISC
a41238,2024-12-11,VE,Gasolina,100,Compra gasolina 11/12 06:10 POSTO BOM JESUS
a41239,2024-12-12,VN,Entretenimento,25.08,Compra 12/12 10:52 HAVANNA
a41240,2024-12-12,VE,Estacionamento,12.5,Compra 12/12 11:24 estacion PLAZA CASA FORTE PAR
a41241,2024-12-12,VN,Entretenimento,37.6,Compra 12/12 13:06 entret CASA DOS DOCES
a41242,2024-12-12,VE,Padaria,30.76,Compra 12/12 16:36 padaria ROSARINHO DELICATESS
a41243,2024-12-13,VN,Entretenimento,39.27,Compra 13/12 13:31 cafe Deltaexpresso
a41244,2024-12-14,VE,Veiculares,172.75,Compra pix carplay-kicks 14/12 20:36 Alipay-aliexpress
a41245,2024-12-16,VE,Supermercado,148.33,Compra 16/12 07:55 superm KI GRANJA
a41246,2024-12-16,VE,Supermercado,71.74,Compra 16/12 08:30 superm ATACAREJO CARPINA TR
a41247,2024-12-16,VE,Farmacia,80.99,Compra 16/12 10:19 Farmacia Raia DrogasilSA
a41248,2024-12-16,VE,Supermercado,121.07,Compra 16/12 07:44 CORDEIRAO SUPERMERCA
a41250,2024-12-17,VE,Veiculares,200,Pagto pix pelicula-kicks 17/12 09:45 Danilo Ralph Da Silva
a41251,2024-12-18,VN,Compra extra,83.71,Compra presente-prof 18/12 09:48 HNA*OBOTICARIO
a41252,2024-12-18,VE,Farmacia,20.14,Compra 18/12 16:21 farmacia Raia DrogasilSA
a41253,2024-12-19,VE,Supermercado,111.52,Compra 19/12 09:52 CORDEIRAO SUPERMERCA
a41254,2024-12-19,VN,Compra extra,250,Compra pix mesa-note 19/12 10:04 Elisandro Da Silva Morais
a41255,2024-12-20,VE,Farmacia,36.99,Compra 20/12 08:08 farm PAGUE MENOS 638
a41256,2024-12-20,VN,Entretenimento,23.98,Compra 20/12 14:12 COFFEETOWN
a41257,2024-12-20,VE,Estacionamento,12.5,Compra estac 20/12 14:43 MOBILIDADE RECIFE PA
a41258,2024-12-20,VE,Gasolina,100,Compra gasolina 20/12 15:53 posto ALENCAR E CAVALCANTI
a41259,2024-12-22,VN,Saques,150,Saque Bco 24h 22/12 11:07 BOULEVARD MALL ALDEIA
a41260,2024-12-22,VE,Padaria,60.1,Compra 22/12 13:27 PORTO PRIMO DELICATE
a41261,2024-12-22,VE,Padaria,60.1,Compra 22/12 13:27 padaria PORTO PRIMO DELICATE
a41262,2024-12-22,VN,Saques,150,Saque Bco 24h 22/12 11:07 BOULEVARD MALL ALDEIA
a41263,2024-12-23,VE,Supermercado,31.43,Compra 23/12 11:39 SUPERMERCADO GONZAGA
a41264,2024-12-27,VE,Outros pagtos,150,Pagto serv-domestico pix 27/12 15:35 Ana Lucia Da Silva
a50102,2025-01-03,VE,Gasolina,100,Pagto gasolina Edu Petro Comb Ltda Carpina
a50103,2025-01-03,FN,Armaz_nuvem,4.9,Pagto add-nuvem Apple Bra
a50104,2025-01-03,FN,Assinatura_App,20.9,Pagto Netflix Entretenimento 16/01/2025 às 01:48:38
a50105,2025-01-03,FE,Tarifa bancaria,26,Pagto 18/01/2025 às 08:12:27 Anuidade Diferenciada Tit-parc 01/12 Br
a50106,2025-01-03,VN,Restaurante,143,Compra 21/01/2025 Restaurante Acacia-Carpina
a50107,2025-01-03,VE,Extra-convenio,250.8,Compra vacina herp-zost par 03/05 07/11 Cerpe-Casa Forte-Recife
a50108,2025-01-03,VN,Compra extra,124.95,Compra sapato Democrata 07/11/2024 às 13:37:05
a50109,2025-01-03,VE,Farmacia,96.87,Compra Raiadrogasils Parc 01/02 Carpina Br
a50110,2025-01-03,VE,Farmacia,61.43,Compra Raiadrogasils Parc 02/03 Carpina
a50111,2025-01-03,FE,Convenio,62,Pagto ROSA MASTER LTDA
a50112,2025-01-03,FE,Internet fixa,79.9,Pagto PLANALTO NET LTDA
a50113,2025-01-03,FE,Telefone movel,159.83,CLARO S/A
a50114,2025-01-03,VE,Outros pagtos,160,Pagto pix 03/01 09:16 Pollyanna Bernardo Barbosa
a50115,2025-01-03,VE,Outros pagtos,100,Pagto pix serv elétrico 03/01 13:12 Geovane Manuel De Lima
a50117,2025-01-08,VE,Supermercado,223.52,Compra superm 08/01 07:17 KI GRANJA
a50118,2025-01-08,VE,Veiculares,400,Pagto pix serv-kicks 08/01 13:29 Christian De Melo Fontan 1
a50119,2025-01-07,VN,Restaurante,60,Compra restaur 07/01 13:24 O BODE DO NO TACARUN
a50120,2025-01-07,VE,Estacionamento,14,Compra estac 07/01 14:32 TACARUNA PARKING
a50121,2025-01-07,VE,Gasolina,150,Compra posto 07/01 15:07 ALENCAR E CAVALCANTI
a50122,2025-01-07,FE,Tarifa bancaria,72.4,Pagto Tarifa bco Pacote de Serviços ref 07/01/2025
a50123,2025-01-06,VE,Supermercado,300,Compra superm 06/01 10:52 ATACAREJO CARPINA TR
a50124,2025-01-04,VN,Restaurante,49,Compra Pix - Env 04/01 11:49 Restaurante Acacia
a50125,2025-01-14,VN,Restaurante,75,Compra 14/01 12:25 RestauranteAcacia
a50126,2025-01-10,VN,Restaurante,107,Compra 12/01 14:05 RestauranteAcacia
a50127,2025-01-10,VE,Supermercado,63.08,Compra superm LulaDoBoi10/01 08:39 PDV*LUIZ ANTONIO
a50128,2025-01-10,VE,Outros pagtos,60,Compra 10/01 15:36 BARROCO PISCINAS
a50129,2025-01-09,VN,Restaurante,36,Compra rest 09/01 08:39 MARIA OCELIA MARQUES
a50130,2025-01-09,VE,Outros pagtos,100,Pagto pix serv-domest 09/01 16:08 Ana Lucia Da Silva
a50131,2025-01-19,VN,Restaurante,20,Compra restaur 19/01 12:23 RestauranteAcacia
a50132,2025-01-19,VN,Restaurante,20,Compra restaur 19/01 12:31 RestauranteAcacia
a50133,2025-01-20,VE,Padaria,24.5,Compra 20/01 16:30 PANIFICADORA MASSA P
a50134,2025-01-16,VE,Supermercado,16,Compra 16/01 10:33 SUPERMERCADO GONZAGA
a50135,2025-01-15,VN,Restaurante,126.56,Compra restaur 15/01 13:16 PAPACAPIM GRACAS
a50136,2025-01-15,VN,Entretenimento,20.79,Compra 15/01 14:29 BLEND 53 CAFES - TAC
a50137,2025-01-15,VE,Estacionamento,14,Compra estac 15/01 15:41 TACARUNA PARKING
a50138,2025-01-15,VE,Gasolina,150,Compra gasolina 15/01 16:17 ALENCAR E CAVALCANTI
a50139,2025-01-15,VN,Saques,100,Saque din ATM 15/01 14:06 SOP-SHOP.TACARUNA
a50140,2025-01-27,VE,Supermercado,70.46,Compra superm LulaDoBoi 27/01 08:12 PDV*LUIZ ANTONIO
a50141,2025-01-24,VE,Padaria,21.57,Compra 24/01 16:43 PANIFICADORA MASSA P
a50142,2025-01-22,VN,Restaurante,200,Compra restaur 22/01 13:03 COCO LOCO
a50143,2025-01-21,VN,Restaurante,99,Compra restaur 21/01 17:19 BAR DO BARRIGA
a50144,2025-01-29,VN,Entretenimento,7,Compra 29/01 13:15 Sorvetes De
a50145,2025-01-30,VN,Compra extra,100,Compra extra-pc 30/01 M Marcos
a50146,2025-01-30,VN,Restaurante,100,Compra restaur 30/01 12h16 - Restaurante do Trevo - Carpina
a50202,2025-02-02,FN,Armaz_nuvem,4.9,Pagto nuvem da Apple Bra
a50203,2025-02-02,FN,Assinatura_App,20.9,Pagto assinatura Netflix Bra
a50204,2025-02-02,FE,Tarifa bancaria,26,Pagto Anuidade Diferenciada Tit-parc 02/12 Br
a50205,2025-02-02,VE,Extra-convenio,250.8,Pagto herp-zoster ao Cerpe Casa Forte Parc 04/05 Recife Br
a50206,2025-02-02,VE,Farmacia,96.87,Pagto farmacia Raia drogasils Parc 03/03 Carpina
a50207,2025-02-02,VE,Farmacia,61.43,Pagto farmacia Raia drogasils Parc 02/02 Carpina Br
a50208,2025-02-02,VE,Farmacia,140.37,Pagto farmacia Raia drogasils Parc 01/02 Br Carpina
a50209,2025-02-02,VN,Compra extra,113.99,Compra roupa 01/02 15:30 HERING OUTLET RECIFE
a50210,2025-02-02,VE,Estacionamento,8,Compra 01/02 16:09 RECIFE PREMIUM ADMIN
a50211,2025-02-02,VN,Restaurante,67.96,Compra 02/02 12:42 PIZZARIA ESTACAO SHO
a50212,2025-02-02,VN,Restaurante,33.98,Compra 02/02 12:45 PIZZARIA ESTACAO SHO
a50213,2025-02-02,VN,Entretenimento,7,Compra 02/02 13:23 Sorvetes De Shoppin Carpina
a50214,2025-02-02,VE,Estacionamento,7,Pagto 02/02 14:12 ESTACIONAMENTO CARPI
a50215,2025-02-02,VN,Saques,50,Saque Bco 24h 02/02 14:10 SHOPPING CARPINA CBDN
a50216,2025-02-02,FE,Convenio,62,Pagto ROSA MASTER LTDA
a50217,2025-02-02,FE,Internet fixa,79.9,Pagto PLANALTO NET LTDA
a50218,2025-02-02,FE,Telefone movel,159.83,Pagto conta telefone CLARO SA
a50219,2025-02-04,VN,Restaurante,100,Compra restaurante 04/02 09:47 TERRA VIVA
a50220,2025-02-04,VN,Restaurante,106.04,Compra 04/02 13:43 PAPAYA VERDE
a50221,2025-02-04,VN,Restaurante,27.92,Compra restaurante 04/02 16:25 PAO DE ACUCAR-1294
a50223,2025-02-05,FE,Tarifa bancaria,72.4,Pagto Tarifa Bco Serviços Cobrança ref 05/02/2025
